CID,BDATE,GEN
NASAW00011776,1991-12-15,Male
NASAW00011777,1997-12-06,Female
NASAW00011778,2007-11-17,Female
NASAW00011779,1979-12-23,Female
NASAW00011780,1972-01-05,Female
NASAW00011781,1994-10-09,Male
NASAW00011782,1966-02-07,Female
NASAW00011783,2006-11-13,Female
NASAW00011784,1987-07-07,Male
NASAW00011785,1994-09-10,Male
NASAW00011786,1958-06-18,Male
NASAW00011787,2008-02-22,Male
NASAW00011788,1991-04-19,Female
NASAW00011789,1995-09-06,Female
NASAW00011790,1969-07-30,Male
NASAW00011791,2003-04-14,Male
NASAW00011792,1979-05-10,Female
NASAW00011793,1976-02-14,Male
NASAW00011794,1976-07-07,Female
NASAW00011795,2008-01-10,Female
NASAW00011796,2005-02-20,Female
NASAW00011797,1980-05-28,Male
NASAW00011798,1997-10-05,Male
NASAW00011799,1989-11-13,Male
NASAW00011800,1989-05-02,Female
NASAW00011801,1969-11-08,Male
NASAW00011802,1998-02-01,Female
NASAW00011803,1982-07-19,Female
NASAW00011804,1969-06-22,Female
NASAW00011805,1975-09-30,Male
NASAW00011806,1998-03-15,Female
NASAW00011807,1980-09-05,Male
NASAW00011808,1983-05-24,Male
NASAW00011809,1990-01-24,Male
NASAW00011810,1984-01-14,Male
NASAW00011811,1996-05-25,Female
NASAW00011812,1987-10-25,Male
NASAW00011813,2008-03-21,Female
NASAW00011814,1972-05-26,Male
NASAW00011815,1982-04-19,Female
NASAW00011816,1990-10-26,Male
NASAW00011817,1993-02-12,Female
NASAW00011818,1992-02-21,Male
NASAW00011819,1975-12-22,Male
NASAW00011820,1992-10-14,Female
NASAW00011821,1989-08-06,Male
NASAW00011822,1974-12-15,Female
NASAW00011823,2008-03-21,Female
NASAW00011824,1962-12-24,Female
NASAW00011825,1999-11-28,Female
NASAW00011826,1996-03-28,Female
NASAW00011827,1994-02-19,Female
NASAW00011828,1986-03-07,Female
NASAW00011829,1988-12-20,Female
NASAW00011830,1989-05-30,Female
NASAW00011831,1970-03-07,Male
NASAW00011832,1976-08-08,Female
NASAW00011833,1998-04-08,Male
NASAW00011834,1984-01-16,M
NASAW00011835,1981-04-10,Male
NASAW00011836,1991-02-04,M
NASAW00011837,1982-08-18,F
NASAW00011838,1994-06-16,Male
NASAW00011839,1977-05-07,Male
NASAW00011840,1996-10-12,Male
NASAW00011841,1980-06-18,Male
NASAW00011842,1997-09-04,Male
NASAW00011843,1975-11-11,Female
NASAW00011844,1997-02-20,Female
NASAW00011845,1987-12-24,Female
NASAW00011846,1985-03-12,Female
NASAW00011847,1989-08-03,Female
NASAW00011848,1990-10-15,Male
NASAW00011849,1991-12-29,Female
NASAW00011850,1979-12-11,Female
NASAW00011851,1990-01-03,Female
NASAW00011852,1992-07-16,Male
NASAW00011853,1984-10-14,Female
NASAW00011854,1991-09-10,Male
NASAW00011855,1998-05-08,Male
NASAW00011856,1965-05-17,Male
NASAW00011857,1995-10-23,Female
NASAW00011858,1997-02-25,Male
NASAW00011859,2006-01-21,Male
NASAW00011860,1995-12-30,Female
NASAW00011861,1990-07-12,Female
NASAW00011862,2007-07-19,Female
NASAW00011863,1964-08-06,Female
NASAW00011864,1976-12-11,Female
NASAW00011865,1974-01-18,Female
NASAW00011866,1981-06-23,Male
NASAW00011867,1996-04-26,Male
NASAW00011868,1974-09-08,Female
NASAW00011869,2008-02-04,Female
NASAW00011870,1991-07-31,Female
NASAW00011871,1979-05-01,Male
NASAW00011872,1998-10-04,Female
NASAW00011873,2001-02-14,Male
NASAW00011874,1990-07-11,Male
NASAW00011875,1991-08-31,Male
NASAW00011876,1977-02-14,Female
NASAW00011877,1998-04-09,Female
NASAW00011878,1998-10-09,Female
NASAW00011879,1967-07-13,Male
NASAW00011880,2001-04-25,Female
NASAW00011881,1975-09-06,Male
NASAW00011882,1998-04-25,Male
NASAW00011883,1961-10-16,Female
NASAW00011884,1973-12-13,Female
NASAW00011885,1988-10-01,Male
NASAW00011886,1982-09-18,Female
NASAW00011887,2003-11-25,Male
NASAW00011888,1991-09-12,Male
NASAW00011889,1967-12-20,Male
NASAW00011890,2005-03-22,Female
NASAW00011891,1979-06-14,Female
NASAW00011892,1984-07-04,Male
NASAW00011893,1994-02-13,Male
NASAW00011894,1997-06-06,Female
NASAW00011895,2007-11-08,Male
NASAW00011896,1997-07-02,Male
NASAW00011897,1978-02-17,Male
NASAW00011898,1977-10-17,Female
NASAW00011899,1981-09-14,Female
NASAW00011900,1978-05-08,Male
NASAW00011901,1978-12-14,Female
NASAW00011902,1992-07-26,Male
NASAW00011903,1971-01-22,Female
NASAW00011904,1987-09-09,Female
NASAW00011905,1990-07-29,Male
NASAW00011906,2000-03-21,Female
NASAW00011907,1994-08-21,Female
NASAW00011908,1991-03-25,Male
NASAW00011909,1980-04-20,Female
NASAW00011910,1974-05-27,Female
NASAW00011911,1996-05-18,Female
NASAW00011912,1992-06-17,Female
NASAW00011913,1978-03-06,Female
NASAW00011914,1982-12-24,Female
NASAW00011915,1978-04-05,Male
NASAW00011916,1995-01-16,Male
NASAW00011917,1985-08-18,Male
NASAW00011918,1993-03-15,Female
NASAW00011919,1990-03-23,Male
NASAW00011920,1993-03-06,Female
NASAW00011921,1981-05-23,Male
NASAW00011922,1981-06-06,Male
NASAW00011923,1989-02-19,Female
NASAW00011924,1983-02-25,Male
NASAW00011925,1995-01-25,Female
NASAW00011926,1971-08-20,Male
NASAW00011927,1984-04-03,Female
NASAW00011928,1964-01-07,Female
NASAW00011929,1978-08-07,Female
NASAW00011930,1985-03-22,Female
NASAW00011931,1976-12-13,Male
NASAW00011932,1986-04-25,Female
NASAW00011933,2005-10-17,Male
NASAW00011934,1991-04-20,Male
NASAW00011935,1966-02-04,Female
NASAW00011936,1986-10-21,Male
NASAW00011937,1974-03-15,Male
NASAW00011938,2007-09-24,Male
NASAW00011939,2004-08-18,Male
NASAW00011940,1970-07-30,Male
NASAW00011941,1993-05-23,Male
NASAW00011942,1957-10-31,Male
NASAW00011943,1983-02-01,Female
NASAW00011944,1982-01-28,Female
NASAW00011945,1980-09-11,Male
NASAW00011946,1998-12-20,Female
NASAW00011947,1964-10-23,Female
NASAW00011948,2000-07-21,Female
NASAW00011949,2004-09-29,Female
NASAW00011950,1992-01-14,Female
NASAW00011951,1987-01-26,Female
NASAW00011952,1987-02-11,Male
NASAW00011953,1996-11-13,Female
NASAW00011954,1974-08-30,Male
NASAW00011955,2007-01-01,Male
NASAW00011956,1982-07-01,Female
NASAW00011957,2002-06-09,Female
NASAW00011958,1983-07-08,Male
NASAW00011959,1983-07-04,Female
NASAW00011960,1992-08-15,Female
NASAW00011961,2005-08-24,Female
NASAW00011962,1999-04-01,Female
NASAW00011963,1997-08-09,Male
NASAW00011964,1988-09-19,Male
NASAW00011965,1996-11-06,Female
NASAW00011966,1984-10-02,Male
NASAW00011967,1951-02-05,Female
NASAW00011968,1989-09-19,Female
NASAW00011969,1989-03-23,Male
NASAW00011970,1999-08-30,Female
NASAW00011971,1980-09-14,Female
NASAW00011972,1988-03-27,Female
NASAW00011973,1996-12-14,Female
NASAW00011974,1990-04-01,Male
NASAW00011975,1974-12-17,Female
NASAW00011976,2002-11-20,Female
NASAW00011977,1989-04-09,Female
NASAW00011978,1978-05-27,Male
NASAW00011979,1981-07-22,Male
NASAW00011980,2004-04-11,Female
NASAW00011981,1992-06-10,Female
NASAW00011982,1986-07-02,Female
NASAW00011983,1973-02-18,Female
NASAW00011984,1992-04-28,Male
NASAW00011985,1980-07-21,Female
NASAW00011986,1974-08-19,Male
NASAW00011987,2008-01-25,Female
NASAW00011988,1994-07-18,Female
NASAW00011989,1966-07-06,Female
NASAW00011990,1992-10-15,Female
NASAW00011991,1993-03-05,Male
NASAW00011992,1974-01-08,Female
NASAW00011993,2001-11-30,Female
NASAW00011994,1991-09-25,Female
NASAW00011995,1962-01-28,Male
NASAW00011996,2002-05-29,Female
NASAW00011997,1992-07-19,Female
NASAW00011998,1988-12-29,Female
NASAW00011999,1986-08-11,Male
NASAW00012000,1995-04-20,Female
NASAW00012001,2005-05-01,Female
NASAW00012002,1997-08-02,Female
NASAW00012003,1997-06-09,Female
NASAW00012004,1995-06-07,Male
NASAW00012005,1986-05-11,Male
NASAW00012006,1963-02-12,Male
NASAW00012007,2002-04-29,Female
NASAW00012008,1987-01-07,Female
NASAW00012009,1988-10-05,Female
NASAW00012010,1983-11-08,Male
NASAW00012011,1967-02-19,Female
NASAW00012012,1992-03-14,Female
NASAW00012013,2007-11-27,Female
NASAW00012014,1988-08-02,Male
NASAW00012015,1981-02-01,Male
NASAW00012016,1976-03-06,Female
NASAW00012017,1973-04-22,Male
NASAW00012018,1971-09-07,Male
NASAW00012019,2001-04-16,Female
NASAW00012020,1991-03-13,Female
NASAW00012021,1987-02-26,Female
NASAW00012022,1991-02-27,Male
NASAW00012023,2001-07-19,Male
NASAW00012024,1986-10-19,Male
NASAW00012025,1997-12-01,Male
NASAW00012026,1987-10-22,Male
NASAW00012027,1993-12-10,Female
NASAW00012028,1980-12-03,Female
NASAW00012029,1990-06-29,Male
NASAW00012030,1965-04-24,Female
NASAW00012031,1997-10-03,Male
NASAW00012032,1982-08-09,Male
NASAW00012033,1979-06-18,Female
NASAW00012034,1989-05-14,Male
NASAW00012035,1994-07-21,Male
NASAW00012036,2008-02-01,Female
NASAW00012037,1987-05-02,Female
NASAW00012038,1992-06-28,Male
NASAW00012039,1993-09-19,Male
NASAW00012040,1983-03-07,Male
NASAW00012041,1982-10-14,Male
NASAW00012042,1987-06-17,Male
NASAW00012043,1983-01-19,Male
NASAW00012044,1997-07-04,Female
NASAW00012045,1981-08-22,Male
NASAW00012046,1965-04-24,Female
NASAW00012047,1991-12-23,Female
NASAW00012048,1978-09-21,Female
NASAW00012049,1974-09-01,Female
NASAW00012050,1985-01-13,Male
NASAW00012051,1965-03-29,Male
NASAW00012052,2006-10-17,Female
NASAW00012053,2000-10-18,Male
NASAW00012054,1984-01-28,Male
NASAW00012055,2004-03-02,Female
NASAW00012056,1989-03-31,Male
NASAW00012057,1990-03-03,Female
NASAW00012058,1969-07-13,Female
NASAW00012059,1986-04-16,Male
NASAW00012060,1997-04-22,Male
NASAW00012061,1970-03-25,Male
NASAW00012062,1996-06-13,Male
NASAW00012063,2005-07-14,Male
NASAW00012064,2007-06-22,Male
NASAW00012065,1987-05-27,Male
NASAW00012066,1988-07-23,Male
NASAW00012067,1990-02-12,Male
NASAW00012068,1983-02-23,Female
NASAW00012069,1972-06-07,Male
NASAW00012070,1958-12-06,Male
NASAW00012071,1990-05-24,Male
NASAW00012072,1984-06-10,Male
NASAW00012073,1980-06-28,Male
NASAW00012074,1989-05-18,Female
NASAW00012075,1976-05-28,Male
NASAW00012076,1997-02-13,Female
NASAW00012077,1976-05-28,Female
NASAW00012078,1999-02-12,Male
NASAW00012079,1987-06-13,Male
NASAW00012080,1980-12-31,Female
NASAW00012081,1979-08-11,Female
NASAW00012082,1992-01-05,Female
NASAW00012083,1974-09-05,Female
NASAW00012084,1975-11-19,Male
NASAW00012085,1991-11-11,Male
NASAW00012086,1989-01-04,Female
NASAW00012087,1986-10-04,Male
NASAW00012088,1964-11-12,Female
NASAW00012089,1974-12-11,Male
NASAW00012090,1987-10-29,Female
NASAW00012091,1975-12-10,Male
NASAW00012092,1971-08-19,Male
NASAW00012093,1969-04-14,Male
NASAW00012094,1999-05-14,Female
NASAW00012095,1981-04-29,Male
NASAW00012096,1987-07-25,Female
NASAW00012097,1976-02-20,Male
NASAW00012098,1996-07-03,Female
NASAW00012099,1984-01-14,Female
NASAW00012100,1995-12-04,Male
NASAW00012101,1994-01-06,Male
NASAW00012102,1978-09-16,Male
NASAW00012103,1969-08-26,Female
NASAW00012104,1987-03-13,Female
NASAW00012105,2007-04-27,Female
NASAW00012106,1965-01-03,Male
NASAW00012107,2007-07-06,Male
NASAW00012108,1989-06-03,Male
NASAW00012109,1996-10-25,Female
NASAW00012110,1970-05-27,Female
NASAW00012111,2005-07-18,Female
NASAW00012112,1956-06-28,Female
NASAW00012113,1998-04-01,Male
NASAW00012114,1974-05-19,Male
NASAW00012115,1990-04-20,Female
NASAW00012116,2006-11-16,Female
NASAW00012117,1995-09-11,Male
NASAW00012118,1986-05-07,Female
NASAW00012119,1997-04-11,Male
NASAW00012120,1999-01-04,Male
NASAW00012121,1969-05-26,Male
NASAW00012122,1992-11-22,Female
NASAW00012123,1979-08-27,Male
NASAW00012124,1980-05-09,Female
NASAW00012125,1986-08-25,Female
NASAW00012126,1986-08-02,Female
NASAW00012127,1993-12-30,Female
NASAW00012128,2007-12-06,Female
NASAW00012129,1998-12-13,Female
NASAW00012130,1998-01-24,Female
NASAW00012131,1993-08-01,Male
NASAW00012132,2007-03-02,Female
NASAW00012133,1976-11-20,Female
NASAW00012134,1987-03-27,Male
NASAW00012135,2000-12-24,Male
NASAW00012136,1986-03-16,Male
NASAW00012137,1994-10-13,Male
NASAW00012138,1978-06-03,Male
NASAW00012139,1997-06-29,Male
NASAW00012140,2002-01-20,Male
NASAW00012141,1988-10-12,Female
NASAW00012142,2003-07-18,Female
NASAW00012143,1976-04-07,Male
NASAW00012144,1986-07-18,Female
NASAW00012145,1992-07-25, 
NASAW00012146,2005-01-28,Male
NASAW00012147,1975-06-08,F
NASAW00012148,1989-11-04,F
NASAW00012149,1972-08-31,Female
NASAW00012150,1997-08-14,Male
NASAW00012151,1988-06-17,Male
NASAW00012152,1986-12-27,Male
NASAW00012153,1988-12-07,Female
NASAW00012154,1997-07-31,Female
NASAW00012155,2000-04-12,Female
NASAW00012156,1995-04-30,Female
NASAW00012157,1996-01-08,Male
NASAW00012158,1990-09-05,Male
NASAW00012159,1978-08-02,Female
NASAW00012160,1979-05-05,Female
NASAW00012161,1998-06-07,Female
NASAW00012162,1996-09-25,Male
NASAW00012163,1976-08-28,Male
NASAW00012164,1973-07-20,Male
NASAW00012165,1974-08-13,Male
NASAW00012166,1986-10-12,Male
NASAW00012167,1992-02-26,Male
NASAW00012168,1994-04-26,Male
NASAW00012169,1997-10-28,Female
NASAW00012170,1986-10-17,Female
NASAW00012171,1983-12-23,Female
NASAW00012172,1979-06-29,Male
NASAW00012173,1986-03-30,Male
NASAW00012174,1997-03-04,Male
NASAW00012175,1985-11-30,Male
NASAW00012176,1989-12-31,Male
NASAW00012177,1993-06-26,Male
NASAW00012178,2005-02-06,Male
NASAW00012179,1972-05-05,Female
NASAW00012180,1983-12-07,Female
NASAW00012181,1972-06-21,Female
NASAW00012182,1996-05-30,Female
NASAW00012183,1984-11-12,Female
NASAW00012184,1978-04-29,Male
NASAW00012185,1992-03-25,Female
NASAW00012186,1959-10-18,Male
NASAW00012187,1969-01-10,Male
NASAW00012188,1972-09-24,Female
NASAW00012189,1989-01-29,Female
NASAW00012190,1987-10-17,Male
NASAW00012191,1988-03-07,Female
NASAW00012192,1991-01-22,Female
NASAW00012193,1988-01-22,Male
NASAW00012194,1991-06-04,Female
NASAW00012195,1990-06-02,Female
NASAW00012196,1990-06-19,Female
NASAW00012197,1987-10-05,Male
NASAW00012198,1972-10-14,Male
NASAW00012199,1983-01-05,Female
NASAW00012200,1991-11-03,Male
NASAW00012201,2005-09-05,Female
NASAW00012202,1983-10-16,Male
NASAW00012203,1997-12-14,Male
NASAW00012204,2000-11-18,Male
NASAW00012205,1995-01-03,Female
NASAW00012206,1976-11-28,Female
NASAW00012207,1987-07-13,Male
NASAW00012208,2007-12-15,Female
NASAW00012209,1977-03-29,Female
NASAW00012210,1980-02-23,Male
NASAW00012211,2006-10-05,Male
NASAW00012212,1980-05-06,Female
NASAW00012213,1981-08-08,Male
NASAW00012214,1995-09-25,Female
NASAW00012215,1994-04-18,Female
NASAW00012216,1994-03-10,Male
NASAW00012217,1950-08-09,Male
NASAW00012218,1984-11-13,Male
NASAW00012219,1962-02-11,Male
NASAW00012220,1990-12-06,Female
NASAW00012221,1988-01-05,Female
NASAW00012222,1978-02-17,Female
NASAW00012223,1971-07-18,Female
NASAW00012224,1988-11-03,Male
NASAW00012225,2004-05-15,Female
NASAW00012226,1993-02-05,Female
NASAW00012227,1996-06-08,Female
NASAW00012228,1979-01-20,Female
NASAW00012229,1986-03-04,Female
NASAW00012230,1993-11-26,Male
NASAW00012231,1982-02-07,Female
NASAW00012232,1962-10-30,Male
NASAW00012233,1989-09-24,Male
NASAW00012234,1977-07-21,Male
NASAW00012235,1971-11-04,Female
NASAW00012236,2005-07-28,Female
NASAW00012237,1992-03-28,Female
NASAW00012238,1964-04-04,Female
NASAW00012239,1981-10-30,Male
NASAW00012240,1984-01-20,Male
NASAW00012241,1989-08-16,Female
NASAW00012242,2007-08-31,Male
NASAW00012243,2006-09-17,Female
NASAW00012244,1984-06-01,Female
NASAW00012245,1972-11-24,Male
NASAW00012246,1998-06-17,Male
NASAW00012247,1986-06-09,Female
NASAW00012248,1994-06-01,Male
NASAW00012249,1978-02-06,Male
NASAW00012250,1997-09-26,Female
NASAW00012251,1983-07-25,Male
NASAW00012252,1998-12-30,Male
NASAW00012253,2006-11-10,Female
NASAW00012254,1973-02-18,Male
NASAW00012255,1999-02-07,Female
NASAW00012256,1968-01-16,Female
NASAW00012257,1988-07-13,Male
NASAW00012258,1961-02-12,Female
NASAW00012259,1993-06-10,Female
NASAW00012260,1993-12-02,Female
NASAW00012261,1986-10-30,Female
NASAW00012262,1975-05-20,Female
NASAW00012263,1993-04-15,Male
NASAW00012264,1967-06-23,Male
NASAW00012265,1997-06-13,Male
NASAW00012266,2007-08-23,Female
NASAW00012267,1984-01-17,Male
NASAW00012268,1989-10-18,Male
NASAW00012269,1996-06-28,Male
NASAW00012270,1962-11-21,Female
NASAW00012271,1992-10-09,Male
NASAW00012272,1995-03-11,Male
NASAW00012273,2000-05-28,Male
NASAW00012274,2002-08-01,Male
NASAW00012275,1978-10-03,Female
NASAW00012276,1994-08-30,Female
NASAW00012277,1970-01-30,Female
NASAW00012278,2007-04-04,Female
NASAW00012279,1987-09-21,Male
NASAW00012280,1992-02-13,Female
NASAW00012281,1989-11-26,Female
NASAW00012282,1982-05-23,Male
NASAW00012283,1995-02-23,Male
NASAW00012284,1974-05-20,Female
NASAW00012285,2001-02-28,Female
NASAW00012286,1978-10-28,Male
NASAW00012287,2003-01-24,Male
NASAW00012288,1992-03-21,Female
NASAW00012289,1983-12-08,Male
NASAW00012290,1996-11-18,Female
NASAW00012291,1981-11-16,Male
NASAW00012292,2001-03-20,Male
NASAW00012293,1999-05-28,Female
NASAW00012294,1992-02-28,Male
NASAW00012295,1969-04-24,Male
NASAW00012296,1988-05-21,Male
NASAW00012297,1986-04-11,Female
NASAW00012298,2005-03-22,Female
NASAW00012299,1996-12-06,Male
NASAW00012300,1994-12-13,Female
NASAW00012301,1964-09-02,Female
NASAW00012302,1982-02-16,Male
NASAW00012303,1997-07-03,Female
NASAW00012304,1983-05-13,Male
NASAW00012305,1986-02-10,Male
NASAW00012306,1994-07-30,Male
NASAW00012307,1994-07-01,Male
NASAW00012308,2004-10-24,Female
NASAW00012309,1995-12-03,Male
NASAW00012310,2007-02-19,Female
NASAW00012311,2001-09-04,Male
NASAW00012312,1997-07-22,Male
NASAW00012313,1988-12-08,Male
NASAW00012314,1991-05-15,Female
NASAW00012315,1997-05-09,Female
NASAW00012316,1988-01-08,Male
NASAW00012317,1974-01-11,Male
NASAW00012318,1986-07-01,Female
NASAW00012319,1984-12-20,Female
NASAW00012320,1991-01-11,Female
NASAW00012321,2002-06-19,Female
NASAW00012322,1985-01-06,Female
NASAW00012323,1973-03-29,Male
NASAW00012324,1998-05-23,Male
NASAW00012325,1987-01-24,Female
NASAW00012326,1966-07-04,Male
NASAW00012327,1988-02-24,Male
NASAW00012328,1991-06-05,Male
NASAW00012329,1991-02-16,Female
NASAW00012330,1968-10-05,Male
NASAW00012331,1988-07-11,Female
NASAW00012332,2000-08-16,Male
NASAW00012333,1988-08-17,Male
NASAW00012334,1995-07-05,Male
NASAW00012335,1972-10-24,Male
NASAW00012336,1992-07-07,Male
NASAW00012337,1993-10-30,Male
NASAW00012338,1981-08-15,Female
NASAW00012339,2005-11-21,Male
NASAW00012340,1982-03-23,Female
NASAW00012341,1996-06-13,Female
NASAW00012342,1962-04-17,Female
NASAW00012343,1990-01-29,Female
NASAW00012344,1984-01-16,Female
NASAW00012345,1970-10-24,Female
NASAW00012346,1988-06-19,Male
NASAW00012347,1971-10-12,Female
NASAW00012348,1995-02-27,Male
NASAW00012349,1976-01-06,Female
NASAW00012350,1990-07-08,Male
NASAW00012351,1968-12-12,Female
NASAW00012352,1981-06-24,Male
NASAW00012353,2007-04-11,Male
NASAW00012354,1999-03-18,Male
NASAW00012355,1994-01-25,Female
NASAW00012356,1983-08-17,Female
NASAW00012357,1997-11-12,Female
NASAW00012358,2007-08-17,Female
NASAW00012359,1994-12-04,Female
NASAW00012360,1971-07-12,Male
NASAW00012361,1970-10-22,Female
NASAW00012362,1998-08-11,Male
NASAW00012363,1989-12-18,Female
NASAW00012364,2006-07-16,Female
NASAW00012365,1989-09-30,Male
NASAW00012366,1994-06-26,Female
NASAW00012367,2000-08-11,Female
NASAW00012368,1999-02-25,Male
NASAW00012369,1962-12-10,Male
NASAW00012370,1959-06-20,Male
NASAW00012371,1990-12-09,Female
NASAW00012372,1995-02-27,Male
NASAW00012373,2004-03-11,Male
NASAW00012374,1988-10-09,Female
NASAW00012375,1996-10-04,Male
NASAW00012376,1977-01-13,Female
NASAW00012377,1988-07-31,Male
NASAW00012378,1982-12-22,Female
NASAW00012379,1971-03-26,Female
NASAW00012380,1996-09-07,Male
NASAW00012381,1979-02-19,Male
NASAW00012382,1974-12-27,Female
NASAW00012383,1971-08-08,Male
NASAW00012384,1985-11-01,Female
NASAW00012385,1973-06-04,Female
NASAW00012386,1990-07-18,Female
NASAW00012387,2007-08-29,Female
NASAW00012388,1966-01-23,Female
NASAW00012389,2002-03-23,Male
NASAW00012390,1992-11-02,Female
NASAW00012391,1996-01-16,Female
NASAW00012392,1988-12-13,Female
NASAW00012393,2002-05-02,Female
NASAW00012394,1993-02-20,Female
NASAW00012395,1962-11-01,Male
NASAW00012396,1998-07-15,Female
NASAW00012397,1981-08-12,Male
NASAW00012398,1983-04-14,Female
NASAW00012399,2007-03-29,Male
NASAW00012400,2000-06-22,Male
NASAW00012401,2006-12-05,Female
NASAW00012402,1959-03-17,Male
NASAW00012403,1992-09-15,Male
NASAW00012404,1980-08-16,Female
NASAW00012405,1975-07-22,Male
